name,review_count,rating,distance,price,latitude,longitude
The Fortunate Fox,41.0,3.5,1035.4308701908537,,43.675791,-79.40698
Brewhaha,15.0,4.0,1063.1632656545175,$$,43.675791,-79.40698
Alternity,2.0,4.5,1097.7504167458997,,43.675791,-79.40698
Madison Avenue Pub & Restaurant,181.0,2.5,931.0282459462153,$$,43.675791,-79.40698
Duke of York,135.0,3.5,1062.9181179706893,$$,43.675791,-79.40698
The Bedford Academy,121.0,3.5,1049.8172443903038,$$,43.675791,-79.40698
Mimi Chinese,52.0,4.0,724.300127660403,,43.675791,-79.40698
Figures,88.0,3.5,904.9788946799872,$$$,43.675791,-79.40698
Wychwood Pub,32.0,2.5,1241.904663941736,$$$,43.675791,-79.40698
Haute Coffee,37.0,4.5,341.64968833351713,$,43.675791,-79.40698
Koerner Hall,13.0,5.0,1237.8680912086134,$$,43.675791,-79.40698
Proof The Vodka Bar,35.0,3.0,1161.1220250362574,$$,43.675791,-79.40698
Scaramouche Restaurant Pasta Bar & Grill,335.0,4.5,852.2335564276898,$$$$,43.675791,-79.40698
Le Paradis Brasserie Bistro,111.0,3.5,557.775571906778,$$,43.675791,-79.40698
Regal Beagle Pub,8.0,2.5,1087.8444692853298,$$,43.675791,-79.40698
Joni Restaurant,16.0,4.0,1203.662057873477,,43.675791,-79.40698
The Garden at Casa Loma,6.0,2.5,311.97701033984316,,43.675791,-79.40698
Sopra Upper Lounge,7.0,3.0,724.300127660403,$$$,43.675791,-79.40698
Opus Restaurant,74.0,4.0,1074.2007639139063,$$$$,43.675791,-79.40698
Pub Chess Toronto,2.0,3.0,931.8196056760393,,43.675791,-79.40698
Royal Conservatory of Music,7.0,3.5,1231.0576414557243,$$,43.675791,-79.40698
Madam Boeuf And Flea,7.0,4.5,317.56517827828554,,43.675556,-79.410278
FET ZUN,39.0,4.5,317.56517827828554,,43.675556,-79.410278
El Pocho Antojitos Bar,84.0,4.5,704.7698835189345,$$,43.675556,-79.410278
Playa Cabana,474.0,4.0,732.7253050064676,$$,43.675556,-79.410278
The Pour House Pub And Kitchen,133.0,3.0,513.5935283288522,$$,43.675556,-79.410278
Wychwood Pub,32.0,2.5,1070.2409384811888,$$$,43.675556,-79.410278
The Grand Elvis,7.0,3.5,532.880040908744,,43.675556,-79.410278
Parc Ave,4.0,2.5,979.0068588182609,,43.675556,-79.410278
Alternity,2.0,4.5,1226.545873153776,,43.675556,-79.410278
Madison Avenue Pub & Restaurant,181.0,2.5,1023.5262657549592,$$,43.675556,-79.410278
Mimi Chinese,52.0,4.0,979.2951602816854,,43.675556,-79.410278
Haute Coffee,37.0,4.5,606.4709039064196,$,43.675556,-79.410278
Loop Line Wine & Food,1.0,2.0,954.5208469682865,,43.675556,-79.410278
The Fortunate Fox,41.0,3.5,1163.6730592178467,,43.675556,-79.410278
Le Paradis Brasserie Bistro,111.0,3.5,818.7372566088875,$$,43.675556,-79.410278
Scaramouche Restaurant Pasta Bar & Grill,335.0,4.5,1065.7118249576356,$$$$,43.675556,-79.410278
Regal Beagle Pub,8.0,2.5,1214.2978239168099,$$,43.675556,-79.410278
The Garden at Casa Loma,6.0,2.5,330.78554759521546,,43.675556,-79.410278
Sopra Upper Lounge,7.0,3.0,979.2951602816854,$$$,43.675556,-79.410278
Pub Chess Toronto,2.0,3.0,1024.2248989531254,,43.675556,-79.410278
El Pocho Antojitos Bar,84.0,4.5,544.1592811534834,$$,43.674444,-79.414722
Madam Boeuf And Flea,7.0,4.5,677.7482454334793,,43.674444,-79.414722
FET ZUN,39.0,4.5,677.7482454334793,,43.674444,-79.414722
Insomnia Restaurant & Lounge,1020.0,4.0,989.5566705726669,$$,43.674444,-79.414722
Wychwood Pub,32.0,2.5,996.6478513083703,$$$,43.674444,-79.414722
Slanted Door,15.0,4.0,1075.5052427945295,$,43.674444,-79.414722
Crafty Coyote,69.0,3.5,1103.4497554249378,$$,43.674444,-79.414722
The Pour House Pub And Kitchen,133.0,3.0,882.5603485081789,$$,43.674444,-79.414722
Coda,47.0,3.5,1037.45593767652,$$,43.674444,-79.414722
The Grand Elvis,7.0,3.5,900.7657936782399,,43.674444,-79.414722
Wise Guys Bar & Grill,8.0,3.0,1184.224798809879,$,43.674444,-79.414722
Loop Line Wine & Food,1.0,2.0,582.6835882068704,,43.674444,-79.414722
Labyrinth Lounge,57.0,3.0,1141.1636438638154,$,43.674444,-79.414722
El Furniture Warehouse - Bloor St,330.0,3.5,1090.123935061115,$,43.674444,-79.414722
Kilgour's Bar Meets Grill,24.0,3.5,1118.6236607485944,$$,43.674444,-79.414722
East of Brunswick Pub and Kitchen,36.0,3.5,1346.6313100772259,$$,43.674444,-79.414722
Madison Avenue Pub & Restaurant,181.0,2.5,1174.039700209563,$$,43.674444,-79.414722
The Annex,3.0,3.5,1146.3438514709997,,43.674444,-79.414722
Haute Coffee,37.0,4.5,972.8025185611945,$,43.674444,-79.414722
Wild Wing,1.0,4.0,1154.3728941863844,,43.674444,-79.414722
The Puck Sports Bar and Grill,24.0,3.0,1150.3844306086999,$$,43.674444,-79.414722
The Annex Commons,7.0,4.5,1146.3438514709997,,43.674444,-79.414722
Annex Billiards Club,16.0,3.5,1127.4043585104832,$$,43.674444,-79.414722
St Louis Bar and Grill,53.0,3.0,1129.5723885764621,$$,43.674444,-79.414722
Pub Chess Toronto,2.0,3.0,1174.5610559959732,,43.674444,-79.414722
The Garden at Casa Loma,6.0,2.5,646.9129153358465,,43.674444,-79.414722
El Pocho Antojitos Bar,84.0,4.5,460.62102472748063,$$,43.671513,-79.408317
Madam Boeuf And Flea,7.0,4.5,439.2223097516119,,43.671513,-79.408317
Insomnia Restaurant & Lounge,1020.0,4.0,654.0634123304816,$$,43.671513,-79.408317
FET ZUN,39.0,4.5,439.2223097516119,,43.671513,-79.408317
Mallo,44.0,5.0,789.6543006717734,$,43.671513,-79.408317
Slanted Door,15.0,4.0,641.8074974309857,$,43.671513,-79.408317
Playa Cabana,474.0,4.0,757.2111157031457,$$,43.671513,-79.408317
Crafty Coyote,69.0,3.5,667.771898216823,$$,43.671513,-79.408317
Labyrinth Lounge,57.0,3.0,662.029439133129,$,43.671513,-79.408317
Coda,47.0,3.5,723.3280516534566,$$,43.671513,-79.408317
The Fortunate Fox,41.0,3.5,738.8345184297737,,43.671513,-79.408317
El Furniture Warehouse - Bloor St,330.0,3.5,623.8043868959594,$,43.671513,-79.408317
Madison Avenue Pub & Restaurant,181.0,2.5,572.1963542694206,$$,43.671513,-79.408317
Mapo Pocha Soju Bar,3.0,5.0,1072.8139707491155,,43.671513,-79.408317
Alternity,2.0,4.5,799.29935225185,,43.671513,-79.408317
The Pour House Pub And Kitchen,133.0,3.0,590.0710034867079,$$,43.671513,-79.408317
East of Brunswick Pub and Kitchen,36.0,3.5,778.5897957151359,$$,43.671513,-79.408317
Tomoya Bar,2.0,4.0,1137.049426053457,,43.671513,-79.408317
Brewhaha,15.0,4.0,916.0876033966649,$$,43.671513,-79.408317
Amnesia Bar & Grill,15.0,3.0,716.2372290316173,$$,43.671513,-79.408317
The Grand Elvis,7.0,3.5,596.7411223333235,,43.671513,-79.408317
Kilgour's Bar Meets Grill,24.0,3.5,670.4933417376676,$$,43.671513,-79.408317
Paupers Pub,163.0,3.0,719.969903537974,$$,43.671513,-79.408317
Duke of York,135.0,3.5,914.7418735900815,$$,43.671513,-79.408317
Parc Ave,4.0,2.5,864.0226052349504,,43.671513,-79.408317
The Bedford Academy,121.0,3.5,920.1430804738229,$$,43.671513,-79.408317
Harbord House,112.0,3.5,1013.6668396919638,$$,43.671513,-79.408317
Wild Wing,1.0,4.0,606.3765720615938,,43.671513,-79.408317
KINKA IZAKAYA ANNEX,506.0,4.0,731.4066130180177,$$,43.671513,-79.408317
Regal Beagle Pub,8.0,2.5,785.136881562806,$$,43.671513,-79.408317
Pour Boy,65.0,3.5,1021.6790914932153,$,43.671513,-79.408317
The Annex,3.0,3.5,673.4901967536686,,43.671513,-79.408317
Proof The Vodka Bar,35.0,3.0,1015.3352146945161,$$,43.671513,-79.408317
Dance Cave,47.0,3.0,702.6655315542171,$$,43.671513,-79.408317
Koerner Hall,13.0,5.0,1068.952779033569,$$,43.671513,-79.408317
Snakes & Lattes Annex,356.0,4.0,836.8776635176763,$$,43.671513,-79.408317
Lee's Palace,57.0,3.5,702.6655315542171,$,43.671513,-79.408317
Echo Karaoke & Lounge,10.0,4.0,1137.119208504799,,43.671513,-79.408317
Parquet,3.0,3.5,1062.7689216821534,,43.671513,-79.408317
The Puck Sports Bar and Grill,24.0,3.0,603.1702241281286,$$,43.671513,-79.408317
The Annex Commons,7.0,4.5,673.4901967536686,,43.671513,-79.408317
TRANZAC Club,17.0,3.5,702.9371041367078,$$,43.671513,-79.408317
Mimi Chinese,52.0,4.0,863.368140938981,,43.671513,-79.408317
Figures,88.0,3.5,1026.7316242675272,$$$,43.671513,-79.408317
Le Paradis Brasserie Bistro,111.0,3.5,766.8884287266213,$$,43.671513,-79.408317
St Louis Bar and Grill,53.0,3.0,597.706845140385,$$,43.671513,-79.408317
Japas,52.0,3.0,1120.627708576158,$$,43.671513,-79.408317
Haute Coffee,37.0,4.5,641.0242948081304,$,43.671513,-79.408317
Annex Billiards Club,16.0,3.5,676.1549621150165,$$,43.671513,-79.408317
The Korean Kitchen,33.0,3.5,1145.8341453342525,$$,43.671513,-79.408317
The Edmund Burke,33.0,4.0,228.4642348702162,$$,43.6783213,-79.35822
Black Swan Tavern,16.0,3.5,203.50065987025584,$,43.6783213,-79.35822
Allen's,212.0,3.0,223.41711985940063,$$,43.6783213,-79.35822
The Social Capital,9.0,4.5,197.82638995702038,$$,43.6783213,-79.35822
The Auld Spot Pub,78.0,3.5,429.74278917773955,$$,43.6783213,-79.35822
Noonan's,45.0,3.5,241.08631046712557,$$,43.6783213,-79.35822
Tapps Restaurant and Bar,3.0,4.0,901.8671157202575,,43.6783213,-79.35822
The Newfoundlander Tavern,2.0,1.0,663.7780892718429,$$,43.6783213,-79.35822
Terri O's Sports Bar & Grill,4.0,1.5,248.12868232824,$,43.6783213,-79.35822
The Danforth Music Hall,82.0,3.5,251.2859507757283,$$,43.6783213,-79.35822
Fox & Fiddle,8.0,3.0,828.7824133817442,,43.6783213,-79.35822
Billiards Academy,4.0,4.5,707.0725301386494,$$,43.6783213,-79.35822
Legion Ultra Sports Bar,1.0,1.0,576.7867811632622,,43.6783213,-79.35822
Rivals Sports Pub,3.0,2.5,881.0021568538656,$$,43.6783213,-79.35822
Mandy’s Bistro,1.0,3.0,232.7916629075518,,43.6783213,-79.35822
521 Cafe & Bar,6.0,3.0,802.4972150790618,$$,43.6783213,-79.35822
California Restaurant,1.0,5.0,1191.9668441162326,,43.6783213,-79.35822
The Edmund Burke,33.0,4.0,964.4836398825443,$$,43.6848652,-79.356602
Tapps Restaurant and Bar,3.0,4.0,1075.6280900587044,,43.6848652,-79.356602
Black Swan Tavern,16.0,3.5,927.1681384961064,$,43.6848652,-79.356602
Allen's,212.0,3.0,940.6575455024695,$$,43.6848652,-79.356602
The Auld Spot Pub,78.0,3.5,899.1081662248428,$$,43.6848652,-79.356602
The Social Capital,9.0,4.5,920.8925015026996,$$,43.6848652,-79.356602
The Newfoundlander Tavern,2.0,1.0,918.1856116564901,$$,43.6848652,-79.356602
Noonan's,45.0,3.5,960.4812755221418,$$,43.6848652,-79.356602
Rivals Sports Pub,3.0,2.5,1018.9859864953917,$$,43.6848652,-79.356602
Fox & Fiddle,8.0,3.0,1016.0714053787349,,43.6848652,-79.356602
Terri O's Sports Bar & Grill,4.0,1.5,923.1704419381448,$,43.6848652,-79.356602
521 Cafe & Bar,6.0,3.0,1015.1046046376275,$$,43.6848652,-79.356602
California Restaurant,1.0,5.0,726.6083199679741,,43.6848652,-79.356602
The Danforth Music Hall,82.0,3.5,960.5449837194362,$$,43.6848652,-79.356602
Billiards Academy,4.0,4.5,963.1029067233488,$$,43.6848652,-79.356602
Legion Ultra Sports Bar,1.0,1.0,936.2392645792198,,43.6848652,-79.356602
YU Rock Cafe,2.0,2.5,739.4133871876625,,43.6848652,-79.356602
Mandy’s Bistro,1.0,3.0,962.2649081631623,,43.6848652,-79.356602
The Edmund Burke,33.0,4.0,1237.6046212158294,$$,43.68395,-79.347046
The Only Cafe,113.0,4.0,833.8351639788125,$$,43.68395,-79.347046
Bar Hop Session,19.0,3.5,605.3360028046499,$$,43.68395,-79.347046
Tapps Restaurant and Bar,3.0,4.0,647.8120699267395,,43.68395,-79.347046
Black Pot Restaurant & Lounge,1.0,5.0,640.1277297945744,,43.68395,-79.347046
Eton House Tavern,14.0,3.0,584.0150111163192,$,43.68395,-79.347046
Gabby's on The Danforth,20.0,3.5,622.7432542087146,$,43.68395,-79.347046
The Auld Spot Pub,78.0,3.5,896.795183027787,$$,43.68395,-79.347046
The Newfoundlander Tavern,2.0,1.0,687.1172938491599,$$,43.68395,-79.347046
Allen's,212.0,3.0,1175.9550675803998,$$,43.68395,-79.347046
Rivals Sports Pub,3.0,2.5,588.2974799915604,$$,43.68395,-79.347046
Crazy Burger,3.0,4.0,839.8729677028705,,43.68395,-79.347046
Black Swan Tavern,16.0,3.5,1179.0903016275545,$,43.68395,-79.347046
Fox & Fiddle,8.0,3.0,639.9036600365964,,43.68395,-79.347046
Legends Sports Lounge,8.0,2.5,640.3332656757574,$$,43.68395,-79.347046
The Social Capital,9.0,4.5,1173.9678038965678,$$,43.68395,-79.347046
California Restaurant,1.0,5.0,217.18227508546124,,43.68395,-79.347046
Mapleleaf Sports Bar & Grill,3.0,2.5,659.4833153865727,$,43.68395,-79.347046
521 Cafe & Bar,6.0,3.0,666.4422312791207,$$,43.68395,-79.347046
Noonan's,45.0,3.5,1192.380547727113,$$,43.68395,-79.347046
YU Rock Cafe,2.0,2.5,461.37750614890865,,43.68395,-79.347046
Shisha Marquise,1.0,1.0,812.472377937516,,43.68395,-79.347046
Billiards Academy,4.0,4.5,697.6783584912511,$$,43.68395,-79.347046
Legion Ultra Sports Bar,1.0,1.0,797.4545152400353,,43.68395,-79.347046
Terri O's Sports Bar & Grill,4.0,1.5,1109.0198426793602,$,43.68395,-79.347046
The Danforth Music Hall,82.0,3.5,1175.0859156943088,$$,43.68395,-79.347046
White Swan,2.0,1.5,670.2537149864916,,43.68395,-79.347046
Mandy’s Bistro,1.0,3.0,1215.1791165676605,,43.68395,-79.347046
Morgan's On the Danforth,102.0,4.0,1306.6660616987683,$$,43.690537,-79.341307
King's Belly English Pub,9.0,4.5,479.21616345059,$,43.690537,-79.341307
Sophie's Sports Bar,6.0,3.0,617.9209514965005,$$,43.690537,-79.341307
The Dylan Bar,24.0,3.5,1283.742440145462,$$,43.690537,-79.341307
Linsmore Tavern,10.0,3.5,1291.5518576917086,$$,43.690537,-79.341307
California Restaurant,1.0,5.0,730.2305066407981,,43.690537,-79.341307
YU Rock Cafe,2.0,2.5,642.800331199799,,43.690537,-79.341307
Danny Greens Billiards Bar,3.0,1.5,1248.1786229429053,,43.690537,-79.341307
Tommy's Bar and Grill,2.0,2.0,1227.982279683894,$,43.690537,-79.341307
Skara Greek Cuisine,3.0,1.5,1185.4772438659909,,43.690537,-79.341307
Thirsty Fox,18.0,4.0,730.6696689591463,$$,43.704461,-79.423122
3 Eggs All Day Pub & Grill,15.0,2.5,611.6234751900203,$$,43.704461,-79.423122
Radical Road Brewing,43.0,4.5,464.58094142856044,$$,43.659195,-79.329196
Goods & Provisions,101.0,4.0,593.2907911551665,$$,43.659195,-79.329196
Eastside Social,80.0,4.5,835.6370218048861,$$,43.659195,-79.329196
WAYLA Lounge,33.0,4.0,864.8502701434323,$$,43.659195,-79.329196
The Duke Live,30.0,3.5,448.65081246313326,$$,43.659195,-79.329196
Wei Bar,2.0,5.0,825.5294280032983,,43.659195,-79.329196
Queen's Head,35.0,2.5,465.9819507833582,$$,43.659195,-79.329196
Wingzilla,1.0,5.0,555.773094467257,,43.659195,-79.329196
Betty’s East,5.0,4.0,483.09131593520266,,43.659195,-79.329196
Lloyd's On Queen,1.0,5.0,516.6481434501836,,43.659195,-79.329196
Ascari,128.0,4.0,589.6914065339762,$$$,43.659195,-79.329196
Mercatino E Vini,1.0,5.0,631.1517762703226,,43.659195,-79.329196
Maple Leaf Tavern,107.0,4.0,1307.8723572817914,$$$,43.659195,-79.329196
District 28 Bar Bistro,15.0,2.5,1009.8923660044616,$$,43.659195,-79.329196
Tulia Osteria,1.0,5.0,736.4433582022141,,43.659195,-79.329196
SpiritHouse,4.0,3.5,432.790272402469,,43.651885,-79.3649
Henrietta Lane,13.0,4.5,375.97384412486286,,43.651885,-79.3649
Cluny Bistro & Boulangerie,651.0,3.5,581.6602141091333,$$$,43.651885,-79.3649
CC Lounge & Whisky Bar,107.0,4.0,893.2996175920916,$$,43.651885,-79.3649
Bar Cathedral,2.0,5.0,929.4575305180924,,43.651885,-79.3649
Mill Street Beer Hall,183.0,3.0,543.7210185443693,$$,43.651885,-79.3649
Irene,1.0,5.0,932.731137481952,,43.651885,-79.3649
Keating Channel Pub & Grill,45.0,4.0,1035.2250466336338,$$,43.651885,-79.3649
On The Rocks,37.0,3.5,340.552548135933,$$,43.651885,-79.3649
The Carbon Bar,419.0,4.0,811.6786711846394,$$$,43.651885,-79.3649
The Vintage Conservatory,7.0,4.0,640.9065240487292,$$,43.651885,-79.3649
The Reservoir Lounge,121.0,4.0,862.373764901131,$$,43.651885,-79.3649
Café Zuzu,10.0,4.5,914.7501207707593,,43.651885,-79.3649
Pure Spirits,285.0,3.0,523.6249769230334,$$$,43.651885,-79.3649
The Wing Shop,1.0,4.0,518.7111900596576,,43.651885,-79.3649
Ladybug Wine Bar,2.0,5.0,816.6392246137517,,43.651885,-79.3649
Soulpepper Theatre Company,15.0,4.5,590.4654874189442,$$,43.651885,-79.3649
Score on King,55.0,3.5,769.5255803113295,,43.651885,-79.3649
The Cavern Bar,12.0,4.0,815.3299439657644,$,43.651885,-79.3649
Dukes Refresher,12.0,4.0,743.4259843921102,$$,43.651885,-79.3649
Beerbistro,681.0,4.0,1023.1270587834764,$$,43.651885,-79.3649
Archeo,80.0,3.0,451.5434472322626,$$,43.651885,-79.3649
Bar St Lo,7.0,4.5,678.5831034549308,,43.651885,-79.3649
AAA Bar,123.0,3.5,638.5564249345314,$$,43.651885,-79.3649
C'est What,346.0,3.5,793.1200199549094,$$,43.651885,-79.3649
The Jason George,71.0,2.5,554.5953385528179,$$,43.651885,-79.3649
Ali Basha,20.0,4.0,1015.607445822567,$,43.651885,-79.3649
Gabby's - King Street East,27.0,2.5,454.81348198262134,$$,43.651885,-79.3649
McVeigh's New Windsor Tavern,39.0,3.5,856.7777463846425,$$,43.651885,-79.3649
Citrus Restaurant and Lounge,17.0,4.0,874.3663428755483,$$,43.651885,-79.3649
VIV At The Cosmo,2.0,4.0,1040.8963189006013,,43.651885,-79.3649
BOKU,76.0,3.5,429.7891479745292,$$,43.651885,-79.3649
P.J. O'Brien Irish Pub and Restaurant,106.0,4.0,901.8013390401605,$$,43.651885,-79.3649
George Restaurant,298.0,4.5,776.4494832953135,$$$$,43.651885,-79.3649
DSB Bar & Restaurant,1.0,1.0,802.529906467985,,43.651885,-79.3649
Consort Bar,5.0,4.0,964.9659824669286,,43.651885,-79.3649
BerBer SOCIAL,34.0,2.5,872.6281874616088,$$,43.651885,-79.3649
Page One,90.0,4.0,1129.0465560488808,$$,43.651885,-79.3649
Pravda Vodka Bar,204.0,3.5,870.0815528748545,$$,43.651885,-79.3649
Scotland Yard,98.0,3.5,908.6517146702288,$$,43.651885,-79.3649
The Flatiron & Firkin,45.0,3.5,856.0122421775369,$$,43.651885,-79.3649
Ju Sushi & Bar,9.0,4.5,801.5188608536694,,43.651885,-79.3649
Bier Markt,278.0,3.0,899.8831647575842,$$,43.651885,-79.3649
Irish Embassy Pub & Grill,150.0,3.0,1070.7917399376058,$$,43.651885,-79.3649
Bartendo,3.0,3.5,1245.3398072725233,,43.651885,-79.3649
Hothouse,410.0,3.5,783.2334919470297,$$,43.651885,-79.3649
Cafe Nicole & Bar,2.0,3.5,981.0094772991454,,43.651885,-79.3649
St Louis Bar and Grill,60.0,3.0,832.2770753767437,$$,43.651885,-79.3649
The Keg Steakhouse + Bar - Esplanade,147.0,4.0,974.0750259757543,$$$,43.651885,-79.3649
Shoeless Joe’s - The Esplanade,10.0,3.5,978.430742465653,,43.651885,-79.3649
Crown & Dragon Pub,160.0,3.5,1321.7317952529236,$$,43.682645,-79.377557
The Quail: A Firkin Pub,33.0,3.0,1078.8849638967301,$$,43.682645,-79.377557
Robot Boil House,22.0,4.0,1233.7229631898233,$$$,43.682645,-79.377557
El Tenedor,5.0,5.0,1222.5923153033254,,43.682645,-79.377557
Cry Baby Gallery,10.0,4.5,298.0090693546317,,43.6475,-79.43305555555555
1602,22.0,4.5,312.7226238260674,$$,43.6475,-79.43305555555555
The Opium Bar,20.0,4.5,583.0297952689648,,43.6475,-79.43305555555555
Ossington Stop,24.0,4.0,238.01282367097656,$$,43.6475,-79.43305555555555
Project Gigglewater,13.0,4.5,476.87306890304285,,43.6475,-79.43305555555555
Swan Dive,17.0,4.5,353.7327148718634,$,43.6475,-79.43305555555555
Bar Poet,103.0,4.0,958.9206832299028,$$,43.6475,-79.43305555555555
Death & Taxes Free House,41.0,4.0,810.2586445709317,$$,43.6475,-79.43305555555555
The Shameful Tiki Room,281.0,4.0,674.2114528713487,$$,43.6475,-79.43305555555555
The Drake Underground,35.0,4.0,816.7749190300751,$$,43.6475,-79.43305555555555
Loveless,25.0,3.5,354.85580596857943,$$,43.6475,-79.43305555555555
Sakai Bar,22.0,4.5,298.1941224631281,,43.6475,-79.43305555555555
The Federal,173.0,4.0,336.99395143669904,$$,43.6475,-79.43305555555555
Black Dice Cafe,26.0,4.0,295.9485997840133,$$,43.6475,-79.43305555555555
Kaminari Ramen Bar,1.0,5.0,650.506145407772,,43.6475,-79.43305555555555
Mahjong Bar,47.0,3.5,677.9528297042873,$$,43.6475,-79.43305555555555
The Rhino,144.0,3.0,681.5319075581631,$$,43.6475,-79.43305555555555
Nuna Kitchen & Bar,24.0,4.5,678.6532999709855,,43.6475,-79.43305555555555
Motel Bar,15.0,4.0,674.7190164740135,$$,43.6475,-79.43305555555555
Communist's Daughter,105.0,4.0,983.0910242679256,$,43.6475,-79.43305555555555
Baby G,6.0,3.5,337.8195824336657,$,43.6475,-79.43305555555555
The Grand Trunk,3.0,4.5,1370.0816693293361,,43.6475,-79.43305555555555
Pinata Tacos,5.0,4.0,284.35128122379405,,43.6475,-79.43305555555555
Gladstone House,202.0,3.5,733.475559564435,$$,43.6475,-79.43305555555555
The Octopus Garden,2.0,5.0,645.9730451771647,,43.6475,-79.43305555555555
Midfield,39.0,3.5,353.6517303937116,$$,43.6475,-79.43305555555555
Lula Lounge,65.0,3.5,267.22484447296824,$$,43.6475,-79.43305555555555
Bar Mordecai,16.0,3.5,693.4878469362134,,43.6475,-79.43305555555555
Get Well,104.0,4.0,914.4777296927773,$$,43.6475,-79.43305555555555
The Good Son,214.0,4.0,941.3797164463195,$$$,43.6475,-79.43305555555555
Simpl Things,5.0,4.0,748.9546995153316,,43.6475,-79.43305555555555
Bambi's,12.0,3.0,716.9253182038663,$$,43.6475,-79.43305555555555
Founder,27.0,4.0,655.4494572881437,,43.6475,-79.43305555555555
Bar Piquette,12.0,4.5,982.1191993167308,,43.6475,-79.43305555555555
The Dock Ellis,53.0,4.0,659.1633943078332,$$,43.6475,-79.43305555555555
Florette,10.0,4.0,789.1950217568261,,43.6475,-79.43305555555555
Cold Tea,151.0,3.5,754.8383014980265,$$,43.6475,-79.43305555555555
Manita,24.0,4.5,997.7606924474413,,43.6475,-79.43305555555555
Hello 123,117.0,4.0,897.3289595494547,$$,43.6475,-79.43305555555555
The Painted Lady,63.0,4.0,990.0342002289544,$$,43.6475,-79.43305555555555
The Craft Brasserie & Grille,178.0,3.5,1333.8218779255146,$$,43.6475,-79.43305555555555
Today Tonight Bar,3.0,5.0,1340.5575557478185,,43.6475,-79.43305555555555
Skyline Restaurant,72.0,4.0,738.8349179271856,$$,43.6475,-79.43305555555555
Miss Things,164.0,3.5,678.245197568839,$$$,43.6475,-79.43305555555555
Viaggio,30.0,4.0,551.1814494581305,,43.6475,-79.43305555555555
BSMT254,3.0,5.0,709.1799837343701,,43.6475,-79.43305555555555
Corks Beer & Wine Bars,1.0,3.0,1173.289282834088,,43.6475,-79.43305555555555
The Emmet Ray,57.0,4.0,928.3031523583194,$$,43.6475,-79.43305555555555
City Pool Hall,9.0,3.5,604.0269666969956,,43.6475,-79.43305555555555
The Dakota Tavern,75.0,4.0,1028.9622253437722,$$,43.6475,-79.43305555555555
Bar Hop,335.0,4.0,428.80104007540206,$$,43.6494896,-79.393535
After Seven,33.0,4.5,347.49062728580225,,43.6494896,-79.393535
Melrose On Adelaide,64.0,4.0,322.99179978721645,,43.6494896,-79.393535
Bovine Sex Club,55.0,4.0,771.7523382619784,$,43.6494896,-79.393535
Watson's,34.0,4.5,217.96421295253987,$$,43.6494896,-79.393535
Ration Beverley,15.0,4.5,118.26919857404499,,43.6494896,-79.393535
Bar Hop,120.0,3.5,42.716175748781986,$$,43.6494896,-79.393535
Handlebar,56.0,4.5,722.963632660156,$$,43.6494896,-79.393535
Town Crier Pub,244.0,4.0,320.5767106272978,$$,43.6494896,-79.393535
Mother Tongue,70.0,4.0,236.9665416087636,,43.6494896,-79.393535
Big Trouble,78.0,4.0,492.2908017504893,,43.6494896,-79.393535
BarChef,425.0,4.5,552.1450940971897,$$$,43.6494896,-79.393535
Tiki bar,1.0,5.0,770.6548879927792,,43.6494896,-79.393535
Queen St Warehouse,422.0,3.0,283.69142369385224,$,43.6494896,-79.393535
Wide Open,91.0,3.5,266.2028722980897,$,43.6494896,-79.393535
The Cameron House,42.0,4.0,340.2241103392821,$,43.6494896,-79.393535
EPOCH Bar & Kitchen Terrace,20.0,4.0,713.4483795087918,,43.6494896,-79.393535
Saint John's Tavern,9.0,4.0,310.07449057271265,,43.6494896,-79.393535
Roxy On King,25.0,3.5,466.22543801419755,$$,43.6494896,-79.393535
Drake Mini Bar,11.0,4.0,714.5621718396397,,43.6494896,-79.393535
Evangeline,2.0,4.5,479.9010360187981,,43.6494896,-79.393535
SPIN Toronto,142.0,4.0,596.2289717760119,$$,43.6494896,-79.393535
MARKED Restaurant,73.0,4.0,191.23497594343337,$$$,43.6494896,-79.393535
Coffee Oysters Champagne,85.0,4.0,590.3183365161472,,43.6494896,-79.393535
Soluna Toronto,1.0,5.0,58.91156377241178,,43.6494896,-79.393535
Ruby Soho,47.0,4.0,794.7568288884212,$$,43.6494896,-79.393535
Ritz Bar,20.0,4.0,694.90153650924,$$,43.6494896,-79.393535
Rush Hour Bar,1.0,5.0,340.8450509347463,,43.6494896,-79.393535
Miss Likklemore's,16.0,4.5,507.35859585536457,,43.6494896,-79.393535
Paradise Grotto,1.0,5.0,320.178798329726,,43.6494896,-79.393535
Bar Chica,28.0,4.5,796.1700094847149,,43.6494896,-79.393535
The Gaarden,10.0,3.0,56.1439082883287,,43.6494896,-79.393535
Bar 244,89.0,2.5,389.4714900384639,$,43.6494896,-79.393535
Library Bar,128.0,4.0,1063.6196665385783,$$$,43.6494896,-79.393535
Pink Sky,37.0,4.0,497.75646484356116,,43.6494896,-79.393535
Belfast Love Public House,129.0,3.5,632.0757024651756,$$,43.6494896,-79.393535
Mister C,7.0,4.0,475.0616145950214,,43.6494896,-79.393535
Sensorium,1.0,5.0,654.7404003272061,,43.6494896,-79.393535
ARA Japanese Restaurant,20.0,4.0,451.7647950406923,,43.6494896,-79.393535
The Horseshoe Tavern,109.0,3.5,195.53205275361555,$$,43.6494896,-79.393535
