uid,station,latitude,longitude,slots,free_bikes,ll
7050,Richmond St E / Jarvis St Green P,43.652634,-79.374222,16,7,"43.652634,-79.374222"
7037,Bathurst St / Dundas St W,43.6519501,-79.4060978,27,17,"43.6519501,-79.4060978"
7703,274 Oak St,43.6613642,-79.3641171,19,1,"43.6613642,-79.3641171"
7704,24 Mountjoy Ave - SMART Vault,43.6808774,-79.3304491,17,3,"43.6808774,-79.3304491"
7705,88 Colgate Ave - SMART Vault,43.6623658,-79.3413344,19,0,"43.6623658,-79.3413344"
7706,Felstead Ave / Gillard Ave (Monarch Park) - SMART Vault,43.6791345,-79.3263159,27,10,"43.6791345,-79.3263159"
7686,The Esplanade & Lower Jarvis St,43.6478206,-79.3704721,15,12,"43.6478206,-79.3704721"
7707,7972 Remembrance Drive,43.635495,-79.40352209999999,19,2,"43.635495,-79.40352209999999"
7708,101 cedarvale Ave,43.6868681,-79.3110942,20,1,"43.6868681,-79.3110942"
7699,St Clair Ave W / Oakwood Ave - SMART Vault,43.678177,-79.435364,15,1,"43.678177,-79.435364"
7709,5 Merton Street,43.6962302,-79.39504339999999,23,0,"43.6962302,-79.39504339999999"
7627,Shaw St / Essex St - SMART,43.667076,-79.425116,15,0,"43.667076,-79.425116"
7700,St Clair Ave W / Robina Ave - SMART Vault,43.68005,-79.43469,15,0,"43.68005,-79.43469"
7527,Joseph J Piccininni Community Centre,43.675648,-79.4527619,19,0,"43.675648,-79.4527619"
7710,11 SPADINA RD,43.6677246,-79.4041365,18,0,"43.6677246,-79.4041365"
7256,Vanauley St / Queen St W,43.648437,-79.39838,12,6,"43.648437,-79.39838"
7042,Sherbourne St / Wellesley St E,43.6673,-79.374,31,7,"43.6673,-79.374"
7202,Queen St W / York St (City Hall),43.6517925,-79.38269509999999,23,22,"43.6517925,-79.38269509999999"
7228,Queen St W / Roncesvalles Ave,43.6372958,-79.4423237,19,7,"43.6372958,-79.4423237"
7711,71 Havelock Street,43.6554793,-79.4302462,15,1,"43.6554793,-79.4302462"
7650,2 Heath Street West,43.686352,-79.415894,22,0,"43.686352,-79.415894"
7712,999 Queen Street West,43.6442457,-79.41610440000001,23,19,"43.6442457,-79.41610440000001"
7679,York University Station,43.7741,-79.5005,15,4,"43.7741,-79.5005"
7640,333 St.Clair Ave West,43.683979,-79.410657,15,1,"43.683979,-79.410657"
7260,Spadina Ave / Adelaide St W,43.6472019,-79.3953394,15,9,"43.6472019,-79.3953394"
7099,Cherry St / Mill St,43.6513927,-79.35794659999999,15,4,"43.6513927,-79.35794659999999"
7453,Jarvis St / Maitland Pl,43.6647688,-79.3772602,17,3,"43.6647688,-79.3772602"
7713,55 Temperance St,43.6506,-79.381285,23,18,"43.6506,-79.381285"
7345,Cherry Beach Sports Field (55 Unwin Ave),43.6408346,-79.3429074,15,10,"43.6408346,-79.3429074"
7728,152 Perth Avenue,43.6585504,-79.4497659,19,9,"43.6585504,-79.4497659"
7719,15 Denison Ave,43.6484201,-79.40051919999999,28,3,"43.6484201,-79.40051919999999"
7715,324 Cedarvale Avenue,43.693187,-79.314283,11,2,"43.693187,-79.314283"
7717,18 Portland Street,43.6425791,-79.40011729999999,11,5,"43.6425791,-79.40011729999999"
7716,75 The Esplanade,43.6469251,-79.3733192,18,12,"43.6469251,-79.3733192"
7720,620 King Street West,43.644395,-79.40065430000001,16,1,"43.644395,-79.40065430000001"
7721,360 King Street West,43.6463574,-79.391206,11,10,"43.6463574,-79.391206"
7724,280 Wellesley Street East,43.6682342,-79.3702641,15,0,"43.6682342,-79.3702641"
7725,1126 Yonge Street,43.6791876,-79.39071899999999,15,0,"43.6791876,-79.39071899999999"
7130,Davenport Rd / Bedford Rd,43.674446,-79.398331,15,5,"43.674446,-79.398331"
7729,265 Armadale Ave,43.6501644,-79.48296909999999,31,10,"43.6501644,-79.48296909999999"
7730,800 Fleet Street,43.636804,-79.408832,43,10,"43.636804,-79.408832"
7548,St Joseph St / Bay St,43.6658804,-79.38761010000002,19,10,"43.6658804,-79.38761010000002"
7731,1085 Kingston Rd,43.68035,-79.28357,15,12,"43.68035,-79.28357"
7505,Ontario St / Adelaide St E -SMART,43.6535052,-79.3667689,17,0,"43.6535052,-79.3667689"
7738,150 Highview Avenue,43.702418581463505,-79.2563167072858,15,13,"43.702418581463505,-79.2563167072858"
7732,Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,14,3,"43.68824135931814,-79.27046628033244"
7735,Birchcliff Ave / Kingston Rd,43.691688,-79.265027,15,9,"43.691688,-79.265027"
7737,5 Glen Everest Rd (Rosetta McClain Gardens),43.697490048103,-79.25655146462776,15,10,"43.697490048103,-79.25655146462776"
7736,Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,15,12,"43.69401297794256,-79.26257204548136"
7733,Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,15,2,"43.6929478,-79.28339980000001"
7734,Danforth Ave / Warden Ave,43.6950192,-79.27180659999999,15,3,"43.6950192,-79.27180659999999"
7743,2343 Eglinton Ave W,43.69263249999999,-79.4627536,19,3,"43.69263249999999,-79.4627536"
7740,50 Natal St,43.7105975,-79.2541175,15,2,"43.7105975,-79.2541175"
7742,2067 EglintonAve W,43.69415,-79.45782580000001,19,0,"43.69415,-79.45782580000001"
7746,120 Marlee Ave,43.70163,-79.44099,19,0,"43.70163,-79.44099"
7745,BERT ROBINSON PARK,43.688028,-79.460265,15,1,"43.688028,-79.460265"
7744,200 Rogers Rd,43.68323,-79.455765,23,0,"43.68323,-79.455765"
7747,1963 Eglinton Ave W,43.69466,-79.45376999999999,14,0,"43.69466,-79.45376999999999"
7094,23 Chester Ave.,43.6784834,-79.3513564,9,0,"43.6784834,-79.3513564"
7748,2682 Bloor St W,43.65016869999999,-79.4963345,19,7,"43.65016869999999,-79.4963345"
7749,342 Prince Edward Dr N,43.6492,-79.50601999999999,15,8,"43.6492,-79.50601999999999"
7750,Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,15,8,"43.6897656,-79.2939525"
7752,1926 Lake Shore Blvd W,43.6357643,-79.4674917,23,14,"43.6357643,-79.4674917"
7753,36A Park Lawn Road,43.62369169999999,-79.4838132,15,0,"43.62369169999999,-79.4838132"
7741,119 Constance Street,43.648657,-79.458111,15,12,"43.648657,-79.458111"
7025,Ted Rogers Way / Bloor St E,43.671293,-79.380471,23,2,"43.671293,-79.380471"
7754,481 Locksley Avenue,43.699327072589426,-79.4493630391668,14,5,"43.699327072589426,-79.4493630391668"
7755,316 Park Lawn Road,43.63560589999999,-79.4934616,15,1,"43.63560589999999,-79.4934616"
7756,Tobemory Dr / Finch Hydro Recreational Trail,43.7611741,-79.5114452,19,9,"43.7611741,-79.5114452"
7758,Driftwood Ave / Finch Hydro Trail,43.7603624,-79.5162777,18,0,"43.7603624,-79.5162777"
7760,45 Grand Avenue,43.62313,-79.4918,21,1,"43.62313,-79.4918"
7759,1804 Ian Macdonald Boulevard,43.772445,-79.511912,15,5,"43.772445,-79.511912"
7506,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,11,4,"43.653359,-79.365023"
7739,2301 Kingston Rd,43.70643614257429,-79.25104443353288,11,10,"43.70643614257429,-79.25104443353288"
7761,152 Shuter Street,43.655972,-79.370638,15,4,"43.655972,-79.370638"
7398,York St / Lakeshore St W - South,43.641952,-79.380723,19,18,"43.641952,-79.380723"
7718,8 Maud Street,43.646552,-79.399586,11,7,"43.646552,-79.399586"
7762,184 College St,43.6591529,-79.3947953,14,10,"43.6591529,-79.3947953"
7521,Emerson Ave / Bloor St W,43.659055,-79.440764,23,1,"43.659055,-79.440764"
7311,Sherbourne St / Isabella St,43.669576,-79.375961,19,1,"43.669576,-79.375961"
7694,Victoria Park Ave / Dawes Rd,43.706466,-79.29511,19,3,"43.706466,-79.29511"
7701,Roncesvalles Ave / Fermanagh Ave - SMART Vault,43.646314469245205,-79.44879407014527,19,16,"43.646314469245205,-79.44879407014527"
7354,Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,31,29,"43.65222662225532,-79.32295440954084"
7765,St. John's Rd / Dundas St W,43.66526761605873,-79.47502122887077,15,9,"43.66526761605873,-79.47502122887077"
7766,496 Bloor St W,43.66554144421798,-79.41010317605742,15,4,"43.66554144421798,-79.41010317605742"
7767,Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,11,4,"43.77649016265579,-79.5085364909097"
7269,Toronto Eaton Centre (Yonge St),43.655431,-79.380653,20,20,"43.655431,-79.380653"
7768,361 University Ave,43.65351799690878,-79.38591063795928,14,11,"43.65351799690878,-79.38591063795928"
7769,Lake Shore Blvd W / Brow Dr,43.59119994025076,-79.54449133041076,15,3,"43.59119994025076,-79.54449133041076"
7681,25 BOOTH AVE,43.6544839,-79.34105699999999,24,7,"43.6544839,-79.34105699999999"
7770,215 Spadina Ave,43.65082785552666,-79.39698099821702,23,16,"43.65082785552666,-79.39698099821702"
7771,St. Clair Ave W / Osler St,43.673843560032594,-79.46092618902435,11,1,"43.673843560032594,-79.46092618902435"
7772,Simcoe St / King St W,43.647508351306186,-79.38604436555764,15,14,"43.647508351306186,-79.38604436555764"
7773,5 Grenoble Dr,43.71513211098082,-79.33413623320465,14,0,"43.71513211098082,-79.33413623320465"
7774,48 Grenoble Dr,43.71649675774656,-79.33089439933623,15,6,"43.71649675774656,-79.33089439933623"
7775,75 Grenoble Dr,43.715537998967406,-79.32811427663442,11,8,"43.715537998967406,-79.32811427663442"
7777,12 Thorncliffe Park Dr,43.70400405297843,-79.34807015078738,15,8,"43.70400405297843,-79.34807015078738"
7776,250 Ferrand Dr,43.719632535237835,-79.33199950866776,19,11,"43.719632535237835,-79.33199950866776"
7779,165 McRae Dr,43.70656159598004,-79.36781965092621,15,0,"43.70656159598004,-79.36781965092621"
7778,75 Thorncliffe Park Dr,43.70518328279426,-79.34224729962946,11,2,"43.70518328279426,-79.34224729962946"
7780,220 Davisville Ave (June Rowlands Park),43.70088225686968,-79.38736016665911,16,0,"43.70088225686968,-79.38736016665911"
7781,525 Avenue Rd (Amsterdam Square),43.68688938028234,-79.40099513147447,15,1,"43.68688938028234,-79.40099513147447"
7175,HTO Park (Queens Quay W),43.63796,-79.387502,27,21,"43.63796,-79.387502"
7543,Nassau St / Bellvue Ave,43.65484215542248,-79.40351232494366,15,9,"43.65484215542248,-79.40351232494366"
7058,Huron/ Harbord St,43.6637,-79.400053,19,9,"43.6637,-79.400053"
7237,Ward Ave / Wallace Ave,43.662857,-79.44618,15,1,"43.662857,-79.44618"
7617,Starspray Ave / Lawrence Ave E,43.788319,-79.123505,19,3,"43.788319,-79.123505"
7757,The Well,43.643025055165865,-79.39430137761319,19,18,"43.643025055165865,-79.39430137761319"
7783,60 Carl Hall Rd,43.7482972,-79.47570569999999,20,3,"43.7482972,-79.47570569999999"
7787,375 Queens Quay West,43.63737145931921,-79.38976958703309,31,12,"43.63737145931921,-79.38976958703309"
7784,60 George Butchart Dr,43.73673829262113,-79.48227195568086,20,5,"43.73673829262113,-79.48227195568086"
7782,25 Vitti St,43.753107,-79.479626,20,2,"43.753107,-79.479626"
7785,2 John Drury Dr,43.7494501,-79.4869662,16,4,"43.7494501,-79.4869662"
7188,Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,15,1,"43.637695491830144,-79.42023184193503"
7788,Queens Quay E / Lower Jarvis St ,43.64392767366328,-79.3687301736982,22,22,"43.64392767366328,-79.3687301736982"
7020,Phoebe St / Spadina Ave,43.650033,-79.396555,32,27,"43.650033,-79.396555"
7790,Lynn William St / Pirandello St ,43.639124514797004,-79.41423166721611,17,1,"43.639124514797004,-79.41423166721611"
7016,Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,35,31,"43.640978,-79.376785"
7007,College St / Huron St,43.658148,-79.398167,19,16,"43.658148,-79.398167"
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,27,15,"43.663162,-79.309765"
7528,Spadina Rd / Austin Terrace,43.67883,-79.408723,17,10,"43.67883,-79.408723"
7076,York St / Queens Quay W,43.640132,-79.380464,57,49,"43.640132,-79.380464"
7320,Front St W / University Ave (1),43.6451635,-79.3831757,19,17,"43.6451635,-79.3831757"
7751,9 Willingdon Blvd,43.64817,-79.510392,15,3,"43.64817,-79.510392"
7265,Wallace Ave / Symington Ave,43.661324,-79.449534,12,10,"43.661324,-79.449534"
7001,Yonge / Wellesley,43.66496415990742,-79.38355031526893,23,10,"43.66496415990742,-79.38355031526893"
7794,York St / Harbour St (Love Park),43.640741,-79.3798521,15,14,"43.640741,-79.3798521"
7014,Sherbourne St / Carlton St (Allan Gardens),43.663102,-79.373181,17,4,"43.663102,-79.373181"
7171,Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,27,9,"43.6322445,-79.4108105"
7668,Simcoe St / Dundas St W,43.655103,-79.389295,20,15,"43.655103,-79.389295"
7199,College St / Markham St,43.6563888888889,-79.4091666666667,19,1,"43.6563888888889,-79.4091666666667"
7207,Dundas St W / Crawford St,43.649722,-79.416944,23,0,"43.649722,-79.416944"
7222,Sunnyside - Gus Ryder Pool,43.637894,-79.454823,27,23,"43.637894,-79.454823"
7086,High Park - West Rd,43.6525077,-79.4654233,23,2,"43.6525077,-79.4654233"
7224,Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,23,7,"43.6535269,-79.4650569"
7108,Front St E / Cherry St,43.652686,-79.358395,15,1,"43.652686,-79.358395"
7795,Barbara Hall Park,43.666850777484896,-79.38114574756837,12,4,"43.666850777484896,-79.38114574756837"
7796,Dundas St E / River St,43.661152,-79.358505,19,0,"43.661152,-79.358505"
7798,Shuter St / River St,43.659296,-79.358035,15,1,"43.659296,-79.358035"
7003,Madison Ave / Bloor St W,43.667158,-79.402761,15,4,"43.667158,-79.402761"
7799,Danforth Ave / Danforth Rd,43.69362206784152,-79.27710529695892,15,3,"43.69362206784152,-79.27710529695892"
7800,Brimley Rd / McCowan District Park,43.72704086366749,-79.24391402446746,19,2,"43.72704086366749,-79.24391402446746"
7791,Ossington Ave / Bruce St,43.64570236705167,-79.41933192053696,14,6,"43.64570236705167,-79.41933192053696"
7802,1430 King St W,43.63735795888104,-79.43617975886079,12,2,"43.63735795888104,-79.43617975886079"
7801,39-45 Parkcrest Dr,43.73596719224253,-79.21995221481933,15,2,"43.73596719224253,-79.21995221481933"
7803,"45 Fairfax Crescent, Toronto, ON, M1L 1Z6",43.7154661,-79.2876595,19,5,"43.7154661,-79.2876595"
7804,75 Lansdowne Ave,43.642904395956684,-79.43746059447746,14,0,"43.642904395956684,-79.43746059447746"
7806,438 Danforth Rd,43.70688,-79.26850999999999,15,11,"43.70688,-79.26850999999999"
7805,125 Pharmacy Ave,43.697356080874876,-79.28528711019696,19,10,"43.697356080874876,-79.28528711019696"
7671,25 Montgomery Ave,43.70960859570095,-79.39915125005619,12,3,"43.70960859570095,-79.39915125005619"
7807,552 Birchmount Rs,43.71176278859601,-79.27028152889692,15,10,"43.71176278859601,-79.27028152889692"
7571,Highfield Rd / Gerrard St E,43.671771,-79.324961,19,3,"43.671771,-79.324961"
7808,Eastgate Ct / Pharmacy Ave ,43.7110442448186,-79.29127313845584,15,7,"43.7110442448186,-79.29127313845584"
7809,Firvalley Ct / Warden Ave,43.7032112,-79.2787149,19,8,"43.7032112,-79.2787149"
7811,425 Midland Ave,43.7128578,-79.2487086,19,0,"43.7128578,-79.2487086"
7812,10 Bellamy Rd S,43.7323277855009,-79.22496619876934,19,11,"43.7323277855009,-79.22496619876934"
7810,13 Avenue Rd,43.669821695059376,-79.39444614603269,15,13,"43.669821695059376,-79.39444614603269"
7461,High Park Amphitheatre,43.645653,-79.464366,23,22,"43.645653,-79.464366"
7460,High Park Outdoor Pool,43.649217,-79.465319,27,20,"43.649217,-79.465319"
7814,Fenwood Ht / Kingston Rd,43.72690169821676,-79.22920396582664,15,5,"43.72690169821676,-79.22920396582664"
7815,Avenue Rd / Macpherson Ave ,43.67794376009951,-79.39836278587889,14,0,"43.67794376009951,-79.39836278587889"
7680,PRINCES' BLVD / NOVA SCOTIA AVE,43.634565,-79.409161,15,10,"43.634565,-79.409161"
7193,Queen St W / Gladstone Ave,43.64309687937765,-79.42875613770637,15,7,"43.64309687937765,-79.42875613770637"
7816,Bay St / Dundas St W,43.655350778457056,-79.38345966759798,26,23,"43.655350778457056,-79.38345966759798"
7817,Shaw St / King St W,43.6412561641921,-79.41502994047545,15,3,"43.6412561641921,-79.41502994047545"
7049,Queen St W / Portland St,43.6476,-79.4015,15,2,"43.6476,-79.4015"
7813,1835 Yonge St. ,43.6962750705313,-79.39629396191867,23,10,"43.6962750705313,-79.39629396191867"
7818,3 Soudan Ave,43.70430959999999,-79.3972815,19,0,"43.70430959999999,-79.3972815"
7819,755 Avenue Rd,43.69711160305226,-79.40537298227844,15,1,"43.69711160305226,-79.40537298227844"
7820,1612 Danforth Ave ,43.68370788065334,-79.32262453633884,15,13,"43.68370788065334,-79.32262453633884"
7789,75 Holly St - Green P,43.7063279,-79.3962499,15,0,"43.7063279,-79.3962499"
